type,line of code,component/function/instruction,label,crowdsourced rater's name,crowdsourced rater's comment,author rater's name,author rater's comment
api,https://github.com/open-compass/VLMEvalKit/blob/50c954aad1d92dab9bf5d23f62576c994b4a675f/vlmeval/vlm/ovis/utils/mdp3.py#L262,open-compass__VLMEvalKit/seqdpp_select_fast,select features,Shi Chang,"No, this is subset seleciton not feature",Zhimin Zhao,Yes
cli,https://github.com/openai/evals/blob/cdb8ce9547e68b8e5e4520b6a162294c06865c0f/evals/elsuite/already_said_that/distractors.py#L130,,process distractor samples,Shi Chang,Yes,Zhimin Zhao,Yes
cli,https://github.com/openai/evals/blob/cdb8ce9547e68b8e5e4520b6a162294c06865c0f/evals/elsuite/cant_do_that_anymore/scripts/make_plots.py#L127,,extract and plot results,Shi Chang,Yes,Zhimin Zhao,Yes
cli,https://github.com/openai/evals/blob/cdb8ce9547e68b8e5e4520b6a162294c06865c0f/evals/elsuite/function_deduction/scripts/make_plots.py#L255,,generate performance plots,Shi Chang,Yes,Zhimin Zhao,Yes
cli,https://github.com/openai/evals/blob/cdb8ce9547e68b8e5e4520b6a162294c06865c0f/evals/elsuite/hr_ml_agent_bench/benchmarks/parkinsons_disease/env/train.py#L91,,train randomforest models,Shi Chang,Yes,Zhimin Zhao,Yes
api,https://github.com/openai/evals/blob/cdb8ce9547e68b8e5e4520b6a162294c06865c0f/evals/elsuite/hr_ml_agent_bench/environment.py#L378,openai__evals/print_action,format entries,Shi Chang,Yes,Zhimin Zhao,Yes
cli,https://github.com/openai/evals/blob/cdb8ce9547e68b8e5e4520b6a162294c06865c0f/evals/elsuite/identifying_variables/renderers/corrset.py#L320,,render correlation sets,Shi Chang,Yes,Zhimin Zhao,Yes
cli,https://github.com/openai/evals/blob/cdb8ce9547e68b8e5e4520b6a162294c06865c0f/evals/elsuite/multistep_web_tasks/webarena/browser_env/auto_login.py#L124,,automate website login,Shi Chang,Yes,Zhimin Zhao,Yes
cli,https://github.com/openai/evals/blob/cdb8ce9547e68b8e5e4520b6a162294c06865c0f/evals/elsuite/theory_of_mind/scripts/make_plots.py#L132,,generate accuracy plot,Shi Chang,Yes,Zhimin Zhao,Yes
cli,https://github.com/openai/evals/blob/cdb8ce9547e68b8e5e4520b6a162294c06865c0f/evals/registry/data/mazes/nxn_maze_eval_generator.py#L375,,generate maze examples,Shi Chang,Yes,Zhimin Zhao,Yes
cli,https://github.com/openai/evals/blob/cdb8ce9547e68b8e5e4520b6a162294c06865c0f/evals/registry/data/points_on_line/eval_generator.py#L124,,generate line points,Shi Chang,"No, the main point is more about test generation",Zhimin Zhao,Yes
cli,https://github.com/openai/evals/blob/cdb8ce9547e68b8e5e4520b6a162294c06865c0f/evals/registry/data/poker_analysis/poker_analysis_sample_generator.py#L169,,generate winning probabilities,Shi Chang,"No, the main point is more about training data generation",Zhimin Zhao,Yes
cli,https://github.com/openai/evals/blob/cdb8ce9547e68b8e5e4520b6a162294c06865c0f/evals/registry/data/word_association/corpus_tools/related_words.py#L189,,fetch related words,Shi Chang,Yes,Zhimin Zhao,Yes
api,https://github.com/openai/human-eval/blob/6d43fb980f9fee3c892a914eda09951f772ad10d/human_eval/execution.py#L130,openai__human-eval/read,raise ioerror,Shi Chang,"No? The function itself is a good label, but it is a part of WriteOnlyStringIO class to block invalid read operation",Zhimin Zhao,Yes
api,https://github.com/OpenLMLab/GAOKAO-Bench/blob/6dbb24f8d8439041e5431c4c184a582182a6ce9c/Bench/SUB_score_evaluation.py#L210,OpenLMLab__GAOKAO-Bench/year_sub_score_eval,evaluate yearly scores,Shi Chang,Yes,Zhimin Zhao,Yes
cli,https://github.com/OpenLMLab/GAOKAO-Bench/blob/6dbb24f8d8439041e5431c4c184a582182a6ce9c/Models/openai_gpt4.py#L80,,generate chat completions,Shi Chang,Yes,Zhimin Zhao,Yes
cli,https://github.com/prometheus-eval/prometheus-eval/blob/dcfb44272d5d0414832f5dbb8c2a05ebc2614234/eval/llms/vllm_utils.py#L130,,generate model completions,Shi Chang,"No, the main point should be AI response evaluation",Zhimin Zhao,Yes
cli,https://github.com/pykeen/pykeen/blob/42bfa99a17ee489d0d54dc6332d5cc71fc0ded08/src/pykeen/datasets/cskg.py#L67,,load commonsense knowledge graph,Shi Chang,Yes,Zhimin Zhao,Yes
cli,https://github.com/pykeen/pykeen/blob/42bfa99a17ee489d0d54dc6332d5cc71fc0ded08/src/pykeen/datasets/hetionet.py#L71,,load dataset,Shi Chang,Yes,Zhimin Zhao,Yes
cli,https://github.com/pykeen/pykeen/blob/42bfa99a17ee489d0d54dc6332d5cc71fc0ded08/src/pykeen/datasets/inductive/ilp_teru.py#L248,,load inductive datasets,Shi Chang,Yes,Zhimin Zhao,Yes
api,https://github.com/stanford-crfm/helm/blob/68b6aa9a01598aa0d371507c4c7299260eb9c4e6/src/helm/common/mongo_key_value_store.py#L78,stanford-crfm__helm/multi_put,store multiple pairs,Xiang Chen,,Zhimin Zhao,Yes
api,https://github.com/stanford-crfm/helm/blob/68b6aa9a01598aa0d371507c4c7299260eb9c4e6/src/helm/tokenizers/yalm_tokenizer_data/yalm_tokenizer.py#L111,stanford-crfm__helm/get_tokens,retrieve vocabulary,Xiang Chen,,Zhimin Zhao,Yes
api,https://github.com/stanford-futuredata/ARES/blob/c7c9018a755faf8347c4da415632bae1593ef104/ares/RAG_Automatic_Evaluation/ppi.py#L110,stanford-futuredata__ARES/pp_ols_interval,calculate confidence interval,Xiang Chen,,Zhimin Zhao,Yes
api,https://github.com/truera/trulens/blob/57df4120d19dd1a0b59efc6cccb0de205ac403e0/src/connectors/snowflake/trulens/connectors/snowflake/dao/sql_utils.py#L34,truera__trulens/double_quote_identifier,add double quotes,Xiang Chen,,Zhimin Zhao,Yes
api,https://github.com/truera/trulens/blob/57df4120d19dd1a0b59efc6cccb0de205ac403e0/src/core/trulens/core/database/sqlalchemy.py#L1389,truera__trulens/insert_ground_truth,insert ground truth,Xiang Chen,,Zhimin Zhao,Yes
api,https://github.com/truera/trulens/blob/57df4120d19dd1a0b59efc6cccb0de205ac403e0/src/core/trulens/core/feedback/feedback.py#L1318,truera__trulens/extract_selection,extract record values,Xiang Chen,,Zhimin Zhao,Yes
api,https://github.com/truera/trulens/blob/57df4120d19dd1a0b59efc6cccb0de205ac403e0/src/core/trulens/core/schema/app.py#L210,truera__trulens/continue_session,continue session,Xiang Chen,,Zhimin Zhao,Yes
cli,https://github.com/truera/trulens/blob/57df4120d19dd1a0b59efc6cccb0de205ac403e0/src/dashboard/trulens/dashboard/pages/Compare.py#L827,,render app comparison,Xiang Chen,,Zhimin Zhao,Yes
api,https://github.com/truera/trulens/blob/57df4120d19dd1a0b59efc6cccb0de205ac403e0/src/feedback/trulens/feedback/feedback.py#L12,truera__trulens/rag_triad,generate feedback triad,Xiang Chen,,Zhimin Zhao,Yes
api,https://github.com/truera/trulens/blob/57df4120d19dd1a0b59efc6cccb0de205ac403e0/src/feedback/trulens/feedback/v2/feedback.py#L1019,truera__trulens/of_langchain_llm,extract model information,Xiang Chen,,Zhimin Zhao,Yes
cli,https://github.com/truera/trulens/blob/57df4120d19dd1a0b59efc6cccb0de205ac403e0/src/hotspots/trulens/hotspots/hotspots_streamlit.py#L194,,display hotspots,Xiang Chen,,Zhimin Zhao,Yes
api,https://github.com/Unbabel/COMET/blob/49c348dd0ff569c4d7c3f2b7c720fd5696f8de59/comet/models/predict_pbar.py#L24,Unbabel__COMET/init_predict_tqdm,create progress bar,Xiang Chen,,Zhimin Zhao,Yes
api,https://github.com/Unbabel/COMET/blob/49c348dd0ff569c4d7c3f2b7c720fd5696f8de59/comet/models/utils.py#L88,Unbabel__COMET/setdefault,raise exception,Xiang Chen,,Zhimin Zhao,Yes
api,https://github.com/Unbabel/COMET/blob/49c348dd0ff569c4d7c3f2b7c720fd5696f8de59/docs/source/conf.py#L97,Unbabel__COMET/setup,prepare data,Xiang Chen,,Zhimin Zhao,Yes
api,https://github.com/understandable-machine-intelligence-lab/Quantus/blob/68a19a1125f98f0f596c12d102fbc15d31515c80/quantus/metrics/base.py#L788,understandable-machine-intelligence-lab__Quantus/interpret_scores,display score interpretation,Xiang Chen,,Zhimin Zhao,Yes
api,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/complex_landscape.py#L153,Vchitect__VBench/compute_complex_landscape,load and initialize models,Xiang Chen,,Zhimin Zhao,Yes
api,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/human_anatomy.py#L18,Vchitect__VBench/compute_human_anatomy,calculate abnormality,Xiang Chen,,Zhimin Zhao,Yes
cli,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/arcface/utils/view_model.py#L101,,visualize model,Xiang Chen,,Zhimin Zhao,Yes
api,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/cotracker/models/core/cotracker/losses.py#L14,Vchitect__VBench/sequence_loss,calculate sequence flow loss,Xiang Chen,,Zhimin Zhao,Yes
api,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/cotracker/utils/train_utils.py#L21,Vchitect__VBench/sig_handler,handle signal requeue,Xiang Chen,,Zhimin Zhao,Yes
api,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/cotracker/utils/visualizer.py#L19,Vchitect__VBench/read_video_from_path,load video frames,Xiang Chen,,Zhimin Zhao,Yes
api,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/Dense_match/utils_function.py#L94,Vchitect__VBench/read_csv_files,load csv files,Xiang Chen,,Zhimin Zhao,Yes
api,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/LLaVA_NeXT/llava/model/multimodal_encoder/dev_eva_clip/eva_clip/factory.py#L62,Vchitect__VBench/add_model_config,add model configuration,Xiang Chen,,Zhimin Zhao,Yes
cli,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/LLaVA_NeXT/llava/serve/gradio_web_server.py#L425,,serve multimodal chatbot,Xiang Chen,,Zhimin Zhao,Yes
api,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/LLaVA_NeXT/llava/utils.py#L48,Vchitect__VBench/process_video_with_pyav,extract and sample video frames,Xiang Chen,,Zhimin Zhao,Yes
cli,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/LLaVA_NeXT/scripts/archived/quick_check.py#L46,,check missing images,Xiang Chen,,Zhimin Zhao,Yes
api,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/LLaVA_NeXT/trl/core.py#L138,Vchitect__VBench/whiten,apply whitening,Xiang Chen,,Zhimin Zhao,Yes
api,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/LLaVA_NeXT/trl/environment/base_environment.py#L142,Vchitect__VBench/show_text,display text,Xiang Chen,,Zhimin Zhao,Yes
api,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/LLaVA_NeXT/trl/environment/base_environment.py#L164,Vchitect__VBench/show_tokens,display tokens,Xiang Chen,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/coco_cap/utils.py#L136,EvolvingLMMs-Lab__lmms-eval/coco_bleu2,calculate bleu-2 score,Yinghang Ma,Yes,Zhimin Zhao,Yes
cli,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/ViTDetector/inference.py#L424,,detect abnormality,Yinghang Ma,Yes,Zhimin Zhao,Yes
cli,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/ViTDetector/third_party/YOLO-World/deploy/easydeploy/tools/build_engine.py#L134,,build tensorrt engine,Yinghang Ma,Yes,Zhimin Zhao,Yes
cli,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/ViTDetector/third_party/YOLO-World/deploy/easydeploy/tools/export_onnx.py#L156,,export onnx,Yinghang Ma,Yes,Zhimin Zhao,Yes
api,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/ViTDetector/third_party/YOLO-World/mmyolo/mmyolo/engine/hooks/yolox_mode_switch_hook.py#L31,Vchitect__VBench/before_train_epoch,switch pipeline,Yinghang Ma,Yes,Zhimin Zhao,Yes
cli,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/ViTDetector/third_party/YOLO-World/mmyolo/tools/analysis_tools/benchmark.py#L187,,measure inference speed,Yinghang Ma,Yes,Zhimin Zhao,Yes
cli,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/ViTDetector/third_party/YOLO-World/mmyolo/tools/analysis_tools/browse_dataset_simple.py#L88,,visualize dataset,Yinghang Ma,Yes,Zhimin Zhao,Yes
api,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/ViTDetector/third_party/YOLO-World/mmyolo/tools/analysis_tools/vis_scheduler.py#L106,Vchitect__VBench/train_step,passthrough function,Yinghang Ma,"No, the train_step is an empty implementation (pass) and does not do any forward, backward or optimizer updates.",Zhimin Zhao,Yes
cli,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/ViTDetector/third_party/YOLO-World/mmyolo/tools/misc/download_dataset.py#L111,,download datasets,Yinghang Ma,Yes,Zhimin Zhao,Yes
cli,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/ViTDetector/third_party/YOLO-World/mmyolo/tools/model_converters/convert_kd_ckpt_to_student.py#L53,,convert kd checkpoint,Yinghang Ma,Yes,Zhimin Zhao,Yes
cli,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/ViTDetector/third_party/YOLO-World/mmyolo/tools/model_converters/yolov6_v3_to_mmyolo.py#L144,,convert model keys,Yinghang Ma,Yes,Zhimin Zhao,Yes
api,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/YOLO-World/mmyolo/mmyolo/engine/hooks/yolox_mode_switch_hook.py#L31,Vchitect__VBench/before_train_epoch,switch pipeline,Yinghang Ma,Yes,Zhimin Zhao,Yes
cli,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/YOLO-World/mmyolo/mmyolo/utils/collect_env.py#L19,,collect environment information,Yinghang Ma,Yes,Zhimin Zhao,Yes
cli,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/YOLO-World/mmyolo/tools/analysis_tools/optimize_anchors.py#L646,,optimize anchors,Yinghang Ma,Yes,Zhimin Zhao,Yes
api,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/YOLO-World/mmyolo/tools/analysis_tools/vis_scheduler.py#L106,Vchitect__VBench/train_step,passthrough function,Yinghang Ma,Yes,Zhimin Zhao,Yes
cli,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/YOLO-World/mmyolo/tools/misc/print_config.py#L58,,parse and save configuration,Yinghang Ma,"No? The function is print, parse and save config.",Zhimin Zhao,Yes
cli,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/YOLO-World/mmyolo/tools/model_converters/rtmdet_to_mmyolo.py#L60,,convert model keys,Yinghang Ma,Yes,Zhimin Zhao,Yes
cli,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/YOLO-World/mmyolo/tools/model_converters/yolov6_to_mmyolo.py#L114,,convert model keys,Yinghang Ma,Yes,Zhimin Zhao,Yes
cli,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/YOLO-World/mmyolo/tools/model_converters/yolov8_to_mmyolo.py#L101,,convert model keys,Yinghang Ma,Yes,Zhimin Zhao,Yes
cli,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/YOLO-World/mmyolo/tools/train.py#L122,,train detector,Yinghang Ma,Yes,Zhimin Zhao,Yes
cli,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/third_party/YOLO-World/tools/train.py#L119,,train detector,Yinghang Ma,Yes,Zhimin Zhao,Yes
api,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/VBench-2.0/vbench2/utils.py#L242,Vchitect__VBench/clone_model,clone repository,Yinghang Ma,Yes,Zhimin Zhao,Yes
api,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/vbench/third_party/amt/metrics/psnr_ssim.py#L138,Vchitect__VBench/calculate_ie,compute image difference,Yinghang Ma,Yes,Zhimin Zhao,Yes
api,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/vbench/third_party/RAFT/core/utils_core/flow_viz.py#L109,Vchitect__VBench/flow_to_image,generate flow visualization,Yinghang Ma,Yes,Zhimin Zhao,Yes
api,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/vbench/third_party/umt/models/modeling_pretrain_umt.py#L97,Vchitect__VBench/get_classifier,return classifier,Yinghang Ma,Yes,Zhimin Zhao,Yes
api,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/vbench/third_party/ViCLIP/viclip_text.py#L243,Vchitect__VBench/clip_text_l14_336,unimplemented function,Yinghang Ma,Yes,Zhimin Zhao,Yes
cli,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/vbench2_beta_long/eval_long.py#L282,,execute video evaluation,Yinghang Ma,Yes,Zhimin Zhao,Yes
api,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/vbench2_beta_long/overall_consistency.py#L4,Vchitect__VBench/compute_long_overall_consistency,calculate and reorganize consistency,Yinghang Ma,Yes,Zhimin Zhao,Yes
api,https://github.com/Vchitect/VBench/blob/d2c30cab5497472af4798bc86f6eb47659381cb4/vbench2_beta_trustworthiness/culture_fairness.py#L80,Vchitect__VBench/compute_culture_fairness,compute culture fairness,Yinghang Ma,Yes,Zhimin Zhao,Yes
api,https://github.com/microsoft/promptbench/blob/fcda538bd779ad11612818e0645a387a462b5c3b/promptbench/prompteval/efficient_eval.py#L149,microsoft__promptbench/efficient_eval,evaluate model performance,Yiping Jia,,Zhimin Zhao,Yes
api,https://github.com/mir-evaluation/mir_eval/blob/8db0b3812e2032544c1fc00d02d4256cab043f3d/mir_eval/transcription.py#L785,mir-evaluation__mir_eval/evaluate,calculate metrics,Yiping Jia,,Zhimin Zhao,Yes
api,https://github.com/mlcommons/inference/blob/cc7d6d8eabc5cc60f8b2e540f25f1edd2a9f6cd3/graph/R-GAT/dataset.py#L24,mlcommons__inference/get_list,unimplemented function,Yiping Jia,,Zhimin Zhao,Yes
cli,https://github.com/mlcommons/inference/blob/cc7d6d8eabc5cc60f8b2e540f25f1edd2a9f6cd3/graph/R-GAT/main.py#L504,,run benchmark,Yiping Jia,,Zhimin Zhao,Yes
cli,https://github.com/mlcommons/inference/blob/cc7d6d8eabc5cc60f8b2e540f25f1edd2a9f6cd3/language/gpt-j/prepare-calibration.py#L67,,generate calibration data,Yiping Jia,,Zhimin Zhao,Yes
api,https://github.com/mlcommons/inference/blob/cc7d6d8eabc5cc60f8b2e540f25f1edd2a9f6cd3/language/llama2-70b/SUT_API.py#L322,mlcommons__inference/get_qsl,retrieve qsl,Yiping Jia,,Zhimin Zhao,Yes
api,https://github.com/mlcommons/inference/blob/cc7d6d8eabc5cc60f8b2e540f25f1edd2a9f6cd3/language/llama2-70b/SUT.py#L304,mlcommons__inference/get_qsl,retrieve qsl,Yiping Jia,,Zhimin Zhao,Yes
cli,https://github.com/mlcommons/inference/blob/cc7d6d8eabc5cc60f8b2e540f25f1edd2a9f6cd3/language/mixtral-8x7b/main.py#L162,,run benchmark,Yiping Jia,,Zhimin Zhao,Yes
api,https://github.com/mlcommons/inference/blob/cc7d6d8eabc5cc60f8b2e540f25f1edd2a9f6cd3/main.py#L1,mlcommons__inference/define_env,generate run commands,Yiping Jia,,Zhimin Zhao,Yes
api,https://github.com/mlcommons/inference/blob/cc7d6d8eabc5cc60f8b2e540f25f1edd2a9f6cd3/recommendation/dlrm_v2/pytorch/setup.py#L36,mlcommons__inference/initialize_options,passthrough function,Yiping Jia,,Zhimin Zhao,Yes
cli,https://github.com/mlcommons/inference/blob/cc7d6d8eabc5cc60f8b2e540f25f1edd2a9f6cd3/recommendation/dlrm_v2/pytorch/tools/quickgen.py#L33,,generate random samples,Yiping Jia,,Zhimin Zhao,Yes
api,https://github.com/mlcommons/inference/blob/cc7d6d8eabc5cc60f8b2e540f25f1edd2a9f6cd3/tools/submission/truncate_accuracy_log.py#L87,mlcommons__inference/split_path,normalize and split path,Yiping Jia,,Zhimin Zhao,Yes
api,https://github.com/mlcommons/inference/blob/cc7d6d8eabc5cc60f8b2e540f25f1edd2a9f6cd3/vision/classification_and_detection/python/models/base_model_r34.py#L104,mlcommons__inference/tailor_module,load and transfer weights,Yiping Jia,,Zhimin Zhao,Yes
cli,https://github.com/mlcommons/inference/blob/cc7d6d8eabc5cc60f8b2e540f25f1edd2a9f6cd3/vision/classification_and_detection/tools/retinanet_pytorch_to_onnx.py#L31,,export onnx model,Yiping Jia,,Zhimin Zhao,Yes
cli,https://github.com/mlcommons/inference/blob/cc7d6d8eabc5cc60f8b2e540f25f1edd2a9f6cd3/vision/medical_imaging/3d-unet-kits19/unet_onnx_to_tensorflow.py#L98,,convert onnx,Yiping Jia,,Zhimin Zhao,Yes
cli,https://github.com/mlcommons/inference/blob/cc7d6d8eabc5cc60f8b2e540f25f1edd2a9f6cd3/vision/medical_imaging/3d-unet-kits19/unet_pytorch_to_onnx.py#L150,,convert pytorch model,Yiping Jia,,Zhimin Zhao,Yes
api,https://github.com/modelscope/evalscope/blob/2a49bccc14f69b9a3464f16d4672823a0a7bcb98/evalscope/benchmarks/ifeval/instructions.py#L345,modelscope__evalscope/get_instruction_args_keys,unimplemented function,Yiping Jia,,Zhimin Zhao,Yes
api,https://github.com/modelscope/evalscope/blob/2a49bccc14f69b9a3464f16d4672823a0a7bcb98/evalscope/metrics/t2v_metrics/models/vqascore_models/lavis/common/registry.py#L223,modelscope__evalscope/get_task_class,retrieve task class,Yiping Jia,,Zhimin Zhao,Yes
api,https://github.com/modelscope/evalscope/blob/2a49bccc14f69b9a3464f16d4672823a0a7bcb98/evalscope/metrics/t2v_metrics/models/vqascore_models/lavis/models/med.py#L1017,modelscope__evalscope/get_output_embeddings,retrieve output embeddings,Yiping Jia,,Zhimin Zhao,Yes
api,https://github.com/modelscope/evalscope/blob/2a49bccc14f69b9a3464f16d4672823a0a7bcb98/evalscope/metrics/t2v_metrics/score.py#L52,modelscope__evalscope/batch_forward,compute similarity scores,Yiping Jia,,Zhimin Zhao,Yes
cli,https://github.com/modelscope/evalscope/blob/2a49bccc14f69b9a3464f16d4672823a0a7bcb98/evalscope/third_party/longbench_write/tools/data_etl.py#L143,,filter dataset,Yiping Jia,,Zhimin Zhao,Yes
cli,https://github.com/modelscope/evalscope/blob/2a49bccc14f69b9a3464f16d4672823a0a7bcb98/setup.py#L118,,parse requirements,Yiping Jia,,Zhimin Zhao,Yes
api,https://github.com/open-compass/OpenCompass/blob/8379c4bca0e19aab4059a0eb7a739fa58f3b2759/opencompass/datasets/agieval/dataset_loader.py#L330,open-compass__OpenCompass/generate_second_stage_input,generate input,Yiping Jia,,Zhimin Zhao,Yes
api,https://github.com/open-compass/OpenCompass/blob/8379c4bca0e19aab4059a0eb7a739fa58f3b2759/opencompass/datasets/korbench/korbench_dataset_config/config_wrapper.py#L35,open-compass__OpenCompass/print_all_keys,display all keys,Yiping Jia,,Zhimin Zhao,Yes
api,https://github.com/open-compass/OpenCompass/blob/8379c4bca0e19aab4059a0eb7a739fa58f3b2759/opencompass/datasets/korbench/korbench_utils.py#L65,open-compass__OpenCompass/load_split_data,load data files,Yiping Jia,,Zhimin Zhao,Yes
api,https://github.com/open-compass/OpenCompass/blob/8379c4bca0e19aab4059a0eb7a739fa58f3b2759/opencompass/datasets/lawbench/utils/char_smi.py#L131,open-compass__OpenCompass/shape_distance,calculate shape distance,Yiping Jia,,Zhimin Zhao,Yes
api,https://github.com/open-compass/OpenCompass/blob/8379c4bca0e19aab4059a0eb7a739fa58f3b2759/opencompass/datasets/phybench/latex_pre_process.py#L28,open-compass__OpenCompass/remove_non_ascii,remove non-ascii,Yiping Jia,,Zhimin Zhao,Yes
api,https://github.com/open-compass/OpenCompass/blob/8379c4bca0e19aab4059a0eb7a739fa58f3b2759/opencompass/datasets/teval/utils/template.py#L5,open-compass__OpenCompass/format_string,format string,Yiping Jia,,Zhimin Zhao,Yes
api,https://github.com/open-compass/OpenCompass/blob/8379c4bca0e19aab4059a0eb7a739fa58f3b2759/opencompass/models/yayi_api.py#L31,open-compass__OpenCompass/get_current_time,return time,Yiping Jia,,Zhimin Zhao,Yes
cli,https://github.com/open-compass/VLMEvalKit/blob/50c954aad1d92dab9bf5d23f62576c994b4a675f/setup.py#L121,,parse requirements,Yiping Jia,,Zhimin Zhao,Yes
api,https://github.com/EleutherAI/lm-evaluation-harness/blob/9f152e0b89e777a17a21e9207da2ae4c1ea8beec/lm_eval/tasks/basque_bench/utils.py#L6,EleutherAI__lm-evaluation-harness/xcopa_doc_to_text,concatenate text,Yu Shi,Yes,Zhimin Zhao,Yes
api,https://github.com/EleutherAI/lm-evaluation-harness/blob/9f152e0b89e777a17a21e9207da2ae4c1ea8beec/lm_eval/tasks/basqueglue/utils.py#L22,EleutherAI__lm-evaluation-harness/process_wic_docs,transform and encode sentences,Yu Shi,Yes,Zhimin Zhao,Yes
api,https://github.com/EleutherAI/lm-evaluation-harness/blob/9f152e0b89e777a17a21e9207da2ae4c1ea8beec/lm_eval/tasks/bbq/utils.py#L42,EleutherAI__lm-evaluation-harness/agg_accuracy_disamb,calculate accuracy,Yu Shi,Yes,Zhimin Zhao,Yes
