type,line of code,function,label
api,https://github.com/Farama-Foundation/Metaworld/blob/cdafedfaaa896472fb7e76e2fe103e120b67a9b6/metaworld/sawyer_xyz_env.py#L327,Farama-Foundation__Metaworld/discretize_goal_space,discretize goals
api,https://github.com/Farama-Foundation/Metaworld/blob/cdafedfaaa896472fb7e76e2fe103e120b67a9b6/metaworld/utils/reward_utils.py#L147,Farama-Foundation__Metaworld/inverse_tolerance,calculate tolerance level
api,https://github.com/Farama-Foundation/Metaworld/blob/cdafedfaaa896472fb7e76e2fe103e120b67a9b6/metaworld/utils/rotation.py#L192,Farama-Foundation__Metaworld/mat2quat,convert matrices
api,https://github.com/Farama-Foundation/Metaworld/blob/cdafedfaaa896472fb7e76e2fe103e120b67a9b6/metaworld/utils/rotation.py#L248,Farama-Foundation__Metaworld/subtract_euler,subtract euler angles
api,https://github.com/Farama-Foundation/Metaworld/blob/cdafedfaaa896472fb7e76e2fe103e120b67a9b6/metaworld/utils/rotation.py#L350,Farama-Foundation__Metaworld/quat_rot_vec,rotate vector
api,https://github.com/Farama-Foundation/Metaworld/blob/cdafedfaaa896472fb7e76e2fe103e120b67a9b6/metaworld/utils/rotation.py#L366,Farama-Foundation__Metaworld/quat_identity,return identity quaternion
api,https://github.com/Farama-Foundation/Metaworld/blob/cdafedfaaa896472fb7e76e2fe103e120b67a9b6/metaworld/utils/rotation.py#L371,Farama-Foundation__Metaworld/quat2axisangle,convert quaternion
api,https://github.com/Farama-Foundation/Metaworld/blob/cdafedfaaa896472fb7e76e2fe103e120b67a9b6/metaworld/utils/rotation.py#L392,Farama-Foundation__Metaworld/euler2point_euler,convert euler angles
api,https://github.com/Farama-Foundation/Metaworld/blob/cdafedfaaa896472fb7e76e2fe103e120b67a9b6/metaworld/utils/rotation.py#L410,Farama-Foundation__Metaworld/point_euler2euler,convert 2d point
api,https://github.com/Farama-Foundation/Metaworld/blob/cdafedfaaa896472fb7e76e2fe103e120b67a9b6/metaworld/utils/rotation.py#L429,Farama-Foundation__Metaworld/quat2point_quat,convert quaternion
api,https://github.com/Farama-Foundation/Metaworld/blob/cdafedfaaa896472fb7e76e2fe103e120b67a9b6/metaworld/utils/rotation.py#L452,Farama-Foundation__Metaworld/point_quat2quat,convert 2d points
api,https://github.com/Farama-Foundation/Metaworld/blob/cdafedfaaa896472fb7e76e2fe103e120b67a9b6/metaworld/utils/rotation.py#L486,Farama-Foundation__Metaworld/round_to_straight_angles,normalize angles
api,https://github.com/Farama-Foundation/Metaworld/blob/cdafedfaaa896472fb7e76e2fe103e120b67a9b6/metaworld/utils/rotation.py#L492,Farama-Foundation__Metaworld/get_parallel_rotations,generate parallel rotations
api,https://github.com/Farama-Foundation/Metaworld/blob/cdafedfaaa896472fb7e76e2fe103e120b67a9b6/metaworld/wrappers.py#L31,Farama-Foundation__Metaworld/observation,concatenate observation
api,https://github.com/Farama-Foundation/Metaworld/blob/cdafedfaaa896472fb7e76e2fe103e120b67a9b6/metaworld/wrappers.py#L113,Farama-Foundation__Metaworld/toggle_sample_tasks_on_reset,set sample tasks
api,https://github.com/Farama-Foundation/Metaworld/blob/cdafedfaaa896472fb7e76e2fe103e120b67a9b6/metaworld/wrappers.py#L121,Farama-Foundation__Metaworld/sample_tasks,sample tasks
api,https://github.com/Farama-Foundation/Metaworld/blob/cdafedfaaa896472fb7e76e2fe103e120b67a9b6/metaworld/wrappers.py#L164,Farama-Foundation__Metaworld/toggle_sample_tasks_on_reset,set sample tasks
api,https://github.com/Farama-Foundation/Metaworld/blob/cdafedfaaa896472fb7e76e2fe103e120b67a9b6/metaworld/wrappers.py#L183,Farama-Foundation__Metaworld/sample_tasks,sample tasks
api,https://github.com/Farama-Foundation/Metaworld/blob/cdafedfaaa896472fb7e76e2fe103e120b67a9b6/metaworld/wrappers.py#L261,Farama-Foundation__Metaworld/update_mean_var_count_from_moments,update statistics
api,https://github.com/Farama-Foundation/Metaworld/blob/cdafedfaaa896472fb7e76e2fe103e120b67a9b6/scripts/env_runtime.py#L42,Farama-Foundation__Metaworld/toggle_sample_tasks_on_reset,set sample tasks
api,https://github.com/Farama-Foundation/Metaworld/blob/cdafedfaaa896472fb7e76e2fe103e120b67a9b6/scripts/env_runtime.py#L52,Farama-Foundation__Metaworld/sample_tasks,sample tasks
cli,https://github.com/Farama-Foundation/Metaworld/blob/cdafedfaaa896472fb7e76e2fe103e120b67a9b6/scripts/env_runtime.py#L105,,benchmark environments
cli,https://github.com/Farama-Foundation/Metaworld/blob/cdafedfaaa896472fb7e76e2fe103e120b67a9b6/scripts/profile_memory_usage.py#L39,,profile memory
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/docs/conf.py#L137,Giskard-AI__giskard/linkcode_resolve,generate source link
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/docs/scrapper.py#L53,Giskard-AI__giskard/parse_item,record missing link
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/client/io_utils.py#L17,Giskard-AI__giskard/pickle_dumps,serialize data
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/client/io_utils.py#L26,Giskard-AI__giskard/load_decompress,decompress data
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/client/python_utils.py#L17,Giskard-AI__giskard/get_python_requirements,retrieve python requirements
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/client/python_utils.py#L29,Giskard-AI__giskard/get_python_version,retrieve python version
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/client/python_utils.py#L37,Giskard-AI__giskard/format_pylib_extras,format extras list
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/core/core.py#L116,Giskard-AI__giskard/from_json,create object
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/core/model_validation.py#L143,Giskard-AI__giskard/validate_model_loading_and_saving,validate model serialization
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/core/model_validation.py#L190,Giskard-AI__giskard/validate_model_type,validate model type
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/core/suite.py#L237,Giskard-AI__giskard/to_junit,generate junit xml
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/datasets/metadata/indexing.py#L62,Giskard-AI__giskard/available_providers,retrieve provider names
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/datasets/metadata/indexing.py#L70,Giskard-AI__giskard/has,check provider availability
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/functions/slicing.py#L9,Giskard-AI__giskard/short_comment_slicing_fn,filter short comments
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/functions/slicing.py#L17,Giskard-AI__giskard/keyword_lookup_slicing_fn,check keywords
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/functions/slicing.py#L25,Giskard-AI__giskard/positive_sentiment_analysis,filter positive sentiment
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/functions/slicing.py#L33,Giskard-AI__giskard/offensive_sentiment_analysis,filter offensive sentiment
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/functions/slicing.py#L41,Giskard-AI__giskard/irony_sentiment_analysis,filter ironic sentiment
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/functions/slicing.py#L49,Giskard-AI__giskard/hate_sentiment_analysis,filter hate sentiments
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/functions/slicing.py#L57,Giskard-AI__giskard/emotion_sentiment_analysis,filter emotion rows
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/functions/slicing.py#L76,Giskard-AI__giskard/incorrect_rows,filter mismatched rows
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/functions/slicing.py#L81,Giskard-AI__giskard/outlier_filter,identify outliers
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/functions/transformation.py#L45,Giskard-AI__giskard/keyboard_typo_transformation,generate typo
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/functions/transformation.py#L72,Giskard-AI__giskard/text_uppercase,convert text format
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/functions/transformation.py#L79,Giskard-AI__giskard/text_lowercase,convert text format
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/functions/transformation.py#L86,Giskard-AI__giskard/text_title_case,convert title
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/functions/transformation.py#L93,Giskard-AI__giskard/text_typo,introduce typo errors
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/functions/transformation.py#L100,Giskard-AI__giskard/text_typo_from_ocr,corrects ocr typos
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/functions/transformation.py#L107,Giskard-AI__giskard/text_punctuation_removal,remove punctuation
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/functions/transformation.py#L114,Giskard-AI__giskard/text_accent_removal,remove accents
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/functions/transformation.py#L121,Giskard-AI__giskard/text_gender_switch,transform gender labels
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/functions/transformation.py#L128,Giskard-AI__giskard/text_number_to_word,convert numbers
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/functions/transformation.py#L135,Giskard-AI__giskard/text_religion_switch,transform religion data
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/functions/transformation.py#L142,Giskard-AI__giskard/text_nationality_switch,transform nationality
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/functions/transformation.py#L151,Giskard-AI__giskard/text_typo_from_speech,generate typo text
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/functions/transformation.py#L158,Giskard-AI__giskard/change_writing_style,rewrite text
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/functions/transformation.py#L197,Giskard-AI__giskard/mad_transformation,apply mad adjustment
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/functions/transformation.py#L211,Giskard-AI__giskard/add_value,add data
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/integrations/mlflow/giskard_evaluator.py#L22,Giskard-AI__giskard/can_evaluate,check model compatibility
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/llm/client/logger.py#L27,Giskard-AI__giskard/log_error,record error
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/llm/embeddings/openai.py#L59,Giskard-AI__giskard/try_get_openai_embeddings,create embedding
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/models/base/model.py#L472,Giskard-AI__giskard/cast_labels,convert labels
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/models/base/model.py#L567,Giskard-AI__giskard/talk,generate response
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/models/model_explanation.py#L228,Giskard-AI__giskard/explain,generate explanation chart
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/models/model_explanation.py#L246,Giskard-AI__giskard/explain_text,generate text explanation
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/models/utils.py#L31,Giskard-AI__giskard/fix_seed,set random seeds
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/rag/knowledge_base.py#L170,Giskard-AI__giskard/from_pandas,create knowledgebase
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/rag/knowledge_base.py#L287,Giskard-AI__giskard/plot_topics,display knowledge plot
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/rag/knowledge_base.py#L325,Giskard-AI__giskard/similarity_search_with_score,compute similarity scores
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/rag/metrics/ragas_metrics.py#L51,Giskard-AI__giskard/agenerate_text,generate text
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/rag/metrics/ragas_metrics.py#L66,Giskard-AI__giskard/embed_query,generate text embedding
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/rag/metrics/ragas_metrics.py#L69,Giskard-AI__giskard/embed_documents,generate embeddings
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/rag/question_generators/utils.py#L16,Giskard-AI__giskard/maybe_trange,create range
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/rag/report.py#L245,Giskard-AI__giskard/get_failures,filter failures
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/registry/decorators_utils.py#L65,Giskard-AI__giskard/insert_arg,insert parameter
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/registry/registry.py#L33,Giskard-AI__giskard/load_plugins,load and import plugins
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/scanner/issues.py#L227,Giskard-AI__giskard/set_detector_name,set detector name
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/scanner/report.py#L335,Giskard-AI__giskard/to_avid,generate scan report
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/scanner/report.py#L359,Giskard-AI__giskard/generate_rails,generate rails representation
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/scanner/report.py#L382,Giskard-AI__giskard/update_rails_config,generate rails configuration
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/slicing/slice.py#L82,Giskard-AI__giskard/init_code,generate class identifier
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/slicing/slice.py#L104,Giskard-AI__giskard/init_code,generate class identifier
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/slicing/slice.py#L122,Giskard-AI__giskard/init_code,generate class identifier
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/slicing/slice.py#L139,Giskard-AI__giskard/init_code,generate class identifier
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/slicing/slice.py#L160,Giskard-AI__giskard/init_code,generate class identifier
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/slicing/utils.py#L25,Giskard-AI__giskard/get_slice_feature_intervals,generate feature intervals
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/utils/analytics_collector.py#L148,Giskard-AI__giskard/init_server_info,set server information
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/utils/environment_detector.py#L132,Giskard-AI__giskard/is_cloud_env,detect environment type
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/utils/file_utils.py#L7,Giskard-AI__giskard/get_file_name,generate file name
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/utils/file_utils.py#L11,Giskard-AI__giskard/job_logs_path,generate log file path
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/utils/logging_utils.py#L68,Giskard-AI__giskard/prepare_message_template,return message template
cli,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/docs/scrapper.py#L74,,crawl broken links
api,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/configs/substrates/reaction_graph_utils.py#L160,google-deepmind__meltingpot/adjust_color_opacity,adjusts color opacity
api,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/human_players/level_playing_utils.py#L54,google-deepmind__meltingpot/get_random_direction,selects random direction
api,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/human_players/level_playing_utils.py#L59,google-deepmind__meltingpot/get_random_turn,generate random turn
api,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/human_players/level_playing_utils.py#L64,google-deepmind__meltingpot/get_random_fire,generate random fire
api,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/human_players/level_playing_utils.py#L118,google-deepmind__meltingpot/get_key_number_four_pressed,check pressed key
api,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/human_players/level_playing_utils.py#L138,google-deepmind__meltingpot/get_key_c_pressed,check pressed key
api,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/human_players/play_coins.py#L36,google-deepmind__meltingpot/no_op,return no movement
api,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/utils/evaluation/evaluation.py#L258,google-deepmind__meltingpot/evaluate_saved_models_on_scenario,evaluate model
api,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/utils/evaluation/evaluation.py#L291,google-deepmind__meltingpot/evaluate_saved_models_on_substrate,evaluate model
api,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/utils/evaluation/evaluation.py#L324,google-deepmind__meltingpot/evaluate_saved_models,evaluate model
api,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/utils/scenarios/scenario_factory.py#L65,google-deepmind__meltingpot/num_focal_players,count focal players
api,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/utils/substrates/game_object_utils.py#L68,google-deepmind__meltingpot/build_game_objects,create game objects
api,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/utils/substrates/shapes.py#L142,google-deepmind__meltingpot/get_diamond_palette,generate color palette
cli,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/human_players/play_allelopathic_harvest.py#L77,,run human player
cli,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/human_players/play_anything_in_the_matrix.py#L133,,run human player
cli,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/human_players/play_boat_race.py#L97,,run boat race
cli,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/human_players/play_chemistry.py#L89,,run human player
cli,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/human_players/play_clean_up.py#L90,,run human player
cli,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/human_players/play_coins.py#L83,,run game
cli,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/human_players/play_collaborative_cooking.py#L100,,run cooking game
cli,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/human_players/play_commons_harvest.py#L78,,run human player
cli,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/human_players/play_coop_mining.py#L75,,run human gameplay
cli,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/human_players/play_daycare.py#L81,,run human player
cli,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/human_players/play_externality_mushrooms.py#L97,,run human player
cli,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/human_players/play_factory_commons.py#L87,,run human player
cli,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/human_players/play_fruit_market.py#L130,,run human player
cli,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/human_players/play_gift_refinements.py#L76,,run game
cli,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/human_players/play_hidden_agenda.py#L87,,run interactive gameplay
cli,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/human_players/play_paintball.py#L86,,run paintball episode
cli,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/human_players/play_predator_and_prey.py#L92,,run human gameplay
cli,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/human_players/play_territory.py#L79,,run human player
api,https://github.com/HowieHwong/TrustLLM/blob/16ce657080c24b32729ad824ac73bcf3e4e5f301/trustllm_pkg/trustllm/dataset_download.py#L4,HowieHwong__TrustLLM/download_dataset,download dataset
api,https://github.com/HowieHwong/TrustLLM/blob/16ce657080c24b32729ad824ac73bcf3e4e5f301/trustllm_pkg/trustllm/task/pipeline.py#L297,HowieHwong__TrustLLM/auto_assign_paths,assigns file paths
api,https://github.com/huggingface/evaluate/blob/5aa3982a9a8c86e506860e381d428a64b0cce73b/metrics/bleu/tokenizer_13a.py#L23,huggingface__evaluate/signature,return signature
api,https://github.com/huggingface/evaluate/blob/5aa3982a9a8c86e506860e381d428a64b0cce73b/metrics/bleu/tokenizer_13a.py#L40,huggingface__evaluate/signature,return signature
api,https://github.com/huggingface/evaluate/blob/5aa3982a9a8c86e506860e381d428a64b0cce73b/metrics/bleu/tokenizer_13a.py#L74,huggingface__evaluate/signature,return signature
api,https://github.com/huggingface/evaluate/blob/5aa3982a9a8c86e506860e381d428a64b0cce73b/metrics/cer/cer.py#L45,huggingface__evaluate/process_list,combine and append characters
api,https://github.com/huggingface/evaluate/blob/5aa3982a9a8c86e506860e381d428a64b0cce73b/metrics/code_eval/execute.py#L128,huggingface__evaluate/readline,raise error
api,https://github.com/huggingface/evaluate/blob/5aa3982a9a8c86e506860e381d428a64b0cce73b/metrics/code_eval/execute.py#L134,huggingface__evaluate/readable,check readability
api,https://github.com/huggingface/evaluate/blob/5aa3982a9a8c86e506860e381d428a64b0cce73b/metrics/google_bleu/tokenizer_13a.py#L23,huggingface__evaluate/signature,return signature
api,https://github.com/huggingface/evaluate/blob/5aa3982a9a8c86e506860e381d428a64b0cce73b/metrics/google_bleu/tokenizer_13a.py#L40,huggingface__evaluate/signature,return signature
api,https://github.com/huggingface/evaluate/blob/5aa3982a9a8c86e506860e381d428a64b0cce73b/metrics/google_bleu/tokenizer_13a.py#L74,huggingface__evaluate/signature,return signature
api,https://github.com/huggingface/evaluate/blob/5aa3982a9a8c86e506860e381d428a64b0cce73b/metrics/xtreme_s/xtreme_s.py#L109,huggingface__evaluate/process_list,combine and append characters
api,https://github.com/huggingface/evaluate/blob/5aa3982a9a8c86e506860e381d428a64b0cce73b/src/evaluate/hub.py#L14,huggingface__evaluate/push_to_hub,push metric results
api,https://github.com/huggingface/evaluate/blob/5aa3982a9a8c86e506860e381d428a64b0cce73b/src/evaluate/info.py#L72,huggingface__evaluate/write_to_directory,save evaluation info
api,https://github.com/huggingface/evaluate/blob/5aa3982a9a8c86e506860e381d428a64b0cce73b/src/evaluate/info.py#L92,huggingface__evaluate/from_directory,load evaluation module info
api,https://github.com/huggingface/evaluate/blob/5aa3982a9a8c86e506860e381d428a64b0cce73b/src/evaluate/inspect.py#L35,huggingface__evaluate/list_evaluation_modules,list evaluation modules
api,https://github.com/huggingface/evaluate/blob/5aa3982a9a8c86e506860e381d428a64b0cce73b/src/evaluate/inspect.py#L105,huggingface__evaluate/inspect_evaluation_module,copy evaluation script
api,https://github.com/huggingface/evaluate/blob/5aa3982a9a8c86e506860e381d428a64b0cce73b/src/evaluate/module.py#L1008,huggingface__evaluate/combine,combine evaluations
api,https://github.com/huggingface/evaluate/blob/5aa3982a9a8c86e506860e381d428a64b0cce73b/src/evaluate/naming.py#L39,huggingface__evaluate/snakecase_to_camelcase,convert snake case
api,https://github.com/huggingface/evaluate/blob/5aa3982a9a8c86e506860e381d428a64b0cce73b/src/evaluate/naming.py#L60,huggingface__evaluate/filepattern_for_dataset_split,generate file pattern
api,https://github.com/huggingface/evaluate/blob/5aa3982a9a8c86e506860e381d428a64b0cce73b/src/evaluate/naming.py#L75,huggingface__evaluate/filepath_for_dataset_split,generate dataset filepath
